id,age,gender,income,loan_amount,credit_score,ethnicity,residence,loan_approved
1889,24,M,106087,14175,569,D,suburban,1
1890,27,F,69160,45670,779,A,suburban,1
1891,58,M,69399,7067,431,C,suburban,1
1892,49,F,40298,36478,301,A,urban,1
1893,51,F,115874,31439,414,B,urban,1
1894,45,F,37191,39747,780,A,suburban,1
1895,32,M,71964,34810,300,A,urban,1
1896,47,F,48092,23302,630,A,urban,1
1897,54,F,104407,5700,876,D,suburban,1
1898,46,F,90257,41814,936,D,rural,1
1899,39,F,118949,39841,690,A,urban,1
1900,21,F,77513,49713,442,B,suburban,1
1901,37,F,66097,8048,627,A,urban,1
1902,49,M,45279,38290,927,A,urban,1
1903,53,F,29404,16101,676,D,urban,1
1904,67,M,85022,34778,389,A,suburban,1
1905,21,F,50198,32425,341,C,suburban,1
1906,44,M,109223,46509,334,B,urban,1
1907,34,M,64997,22852,793,A,suburban,1
1908,29,F,93692,29500,852,B,urban,1
1909,39,F,15567,17674,423,D,urban,1
1910,34,M,76032,28195,356,C,suburban,1
1911,27,M,17179,29371,755,A,urban,1
1912,18,F,17019,38053,534,D,urban,1
1913,39,M,96455,16957,907,D,suburban,1
1914,43,F,100239,12108,691,A,suburban,1
1915,35,M,33704,22829,791,B,rural,1
1916,67,F,33030,10837,642,A,urban,1
1917,31,F,84445,20032,943,B,urban,1
1918,64,M,88551,39234,475,C,rural,1
1919,46,M,18420,31352,351,A,urban,1
1920,29,M,74875,35215,849,A,suburban,1
1921,53,F,62653,14106,777,B,rural,1
1922,52,F,31740,46247,788,B,suburban,1
1923,69,F,80263,33766,304,B,urban,1
1924,29,M,110864,48048,931,C,rural,1
1925,24,M,79559,43700,508,A,suburban,1
1926,46,M,34465,14996,516,B,suburban,1
1927,28,M,66432,6178,835,A,suburban,1
1928,50,F,19131,40319,641,D,urban,0
1929,23,F,25652,21025,700,B,urban,1
1930,64,F,79973,14780,761,A,rural,1
1931,32,M,102043,27706,510,A,urban,1
1932,49,F,62147,47916,325,A,urban,1
1933,68,F,62671,14967,551,A,urban,1
1934,28,F,104342,35856,302,C,urban,1
1935,40,F,34171,42630,301,D,suburban,0
1936,43,M,101129,14179,903,B,rural,1
1937,51,M,70692,43623,301,B,urban,1
1938,63,F,73541,22587,449,C,suburban,1
1939,51,M,24470,28733,882,B,suburban,1
1940,46,M,76344,27770,303,A,suburban,1
1941,21,F,59308,38887,796,A,urban,1
1942,34,F,65639,8975,849,D,suburban,1
1943,52,F,36326,17919,767,D,rural,1
1944,30,M,19597,14602,369,A,urban,1
1945,58,M,117840,39060,500,A,suburban,1
1946,56,F,45788,47154,607,C,rural,1
1947,32,F,80020,15140,551,B,suburban,1
1948,46,F,64477,26170,586,C,suburban,1
1949,46,F,117466,33830,591,A,rural,1
1950,28,F,48071,49540,453,D,urban,1
1951,69,F,85603,11590,432,C,suburban,1
1952,49,M,76923,35609,885,A,urban,1
1953,19,F,85560,22401,573,B,urban,1
1954,64,F,88251,32729,996,A,suburban,1
1955,31,F,72492,42944,808,B,urban,1
1956,37,M,46770,33645,652,C,urban,1
1957,39,F,91762,34047,304,B,urban,1
1958,28,M,50399,27560,592,C,urban,1
1959,44,F,93948,11647,659,A,urban,1
1960,20,M,72439,26106,897,C,rural,1
1961,34,F,59415,11015,513,B,urban,1
1962,61,M,27569,26506,705,C,suburban,1
1963,45,M,17369,29067,735,A,suburban,1
1964,46,M,112557,7056,314,B,urban,1
1965,38,F,15528,36719,572,B,rural,0
1966,64,M,45314,34328,862,B,rural,1
1967,33,M,117979,17176,344,B,urban,1
1968,54,F,33047,47771,933,B,rural,1
1969,37,M,34748,36885,711,D,suburban,1
1970,23,F,50109,26269,486,A,urban,1
1971,36,F,28919,8114,960,C,suburban,1
1972,22,F,62498,18442,469,B,suburban,1
1973,20,M,70808,45151,893,B,suburban,1
1974,18,F,95792,6629,700,C,suburban,1
1975,55,M,85441,22927,545,D,urban,1
1976,32,M,89420,36317,851,B,rural,1
1977,51,M,43906,28896,979,D,rural,1
1978,52,F,86486,33155,342,A,suburban,1
1979,66,M,81896,23288,478,C,urban,1
1980,42,F,118431,26415,756,B,suburban,1
1981,41,F,36946,41085,834,B,suburban,1
1982,29,M,62020,16251,906,B,rural,1
1983,35,M,89266,41884,971,B,rural,1
1984,32,F,37161,30574,543,B,rural,0
1985,61,F,42738,14623,316,B,urban,1
1986,33,F,18925,25936,411,C,rural,1
1987,44,M,23463,11123,914,B,urban,1
1988,25,M,72153,8061,897,B,urban,1
1989,63,M,97948,45857,846,A,urban,1
1990,42,M,76009,41499,329,C,rural,1
1991,34,M,102938,44095,491,C,rural,1
1992,46,F,114546,33451,736,A,urban,1
1993,25,M,106253,21361,478,A,urban,1
1994,32,M,56552,20907,915,A,rural,1
1995,44,F,71271,39814,976,D,suburban,1
1996,63,F,24797,24605,773,C,urban,1
1997,67,M,101130,37256,933,A,suburban,1
1998,69,F,86942,16332,433,D,suburban,1
1999,24,M,28965,42832,611,A,rural,1
2000,20,M,28733,34476,324,A,urban,1
2001,46,M,68223,14445,670,D,urban,1
2002,61,F,41926,38490,824,D,urban,1
2003,41,M,43783,34767,618,C,urban,1
2004,20,M,98360,20210,529,B,suburban,1
2005,37,M,51394,29159,401,B,rural,1
2006,63,F,79796,12564,749,D,suburban,1
2007,32,M,43287,46043,677,C,rural,1
2008,42,M,97104,26219,502,A,rural,1
2009,47,M,45436,32946,566,B,urban,1
2010,31,M,101916,41587,761,D,urban,1
2011,24,F,105332,8364,664,D,suburban,1
2012,34,F,88567,9318,403,C,urban,1
2013,61,M,102483,16479,410,C,suburban,1
2014,37,M,18188,12398,727,A,urban,1
2015,53,M,106205,7452,768,C,suburban,1
2016,26,M,116249,26672,880,C,suburban,1
2017,55,M,112349,38193,979,A,urban,1
2018,65,F,21765,18865,860,D,suburban,1
2019,39,F,66626,30345,549,D,urban,1
2020,19,F,103707,25359,781,A,urban,1
2021,41,F,25807,13799,630,D,suburban,1
2022,25,F,25204,28053,886,C,urban,1
2023,28,F,107602,39892,500,B,rural,1
2024,30,M,72944,22684,753,D,urban,1
2025,34,F,57120,10015,803,A,suburban,1
2026,25,M,117903,36665,845,C,suburban,1
2027,38,M,37658,13657,410,B,urban,0
2028,35,F,52081,26951,843,C,urban,1
2029,47,M,49986,37063,508,B,suburban,1
2030,35,M,94322,37743,943,A,urban,1
2031,63,F,109819,31521,917,B,urban,1
2032,64,M,65304,15731,332,A,suburban,1
2033,48,M,80592,23744,854,A,urban,1
2034,55,F,73548,23423,406,A,suburban,1
2035,49,F,113447,22568,564,C,rural,1
2036,28,F,54986,8934,525,D,urban,1
2037,62,M,89095,16409,786,D,urban,1
2038,42,M,106594,36410,478,D,urban,1
2039,50,F,103281,35808,521,D,suburban,1
2040,55,F,81151,13172,669,A,urban,1
2041,58,F,88598,32358,936,C,urban,1
2042,25,M,43214,5777,466,C,urban,1
2043,28,M,53745,24763,962,A,urban,1
2044,39,F,57548,40186,852,C,suburban,1
2045,68,M,25681,36170,599,B,urban,1
2046,41,F,21984,25461,680,D,urban,1
2047,58,M,42579,7439,334,C,urban,0
2048,34,F,105810,12804,706,D,urban,1
2049,29,F,118275,18212,801,A,urban,1
2050,63,F,69933,26653,613,A,urban,1
2051,49,M,42399,26971,400,D,urban,1
2052,32,F,46481,6989,868,A,suburban,1
2053,33,F,15944,12868,514,B,urban,1
2054,39,M,108993,47026,967,C,suburban,1
2055,45,F,24114,38712,875,D,urban,1
2056,37,F,54846,29604,361,A,suburban,1
2057,50,F,98666,27135,668,A,urban,1
2058,27,F,92848,35544,667,B,rural,1
2059,57,M,47596,42918,873,B,suburban,1
2060,49,M,119087,35847,393,B,urban,1
2061,67,M,90287,48774,768,D,urban,1
2062,50,F,21907,15680,325,C,suburban,1
2063,19,F,43114,35083,734,D,rural,1
2064,50,F,40009,39433,420,A,urban,1
2065,50,M,99846,31309,349,C,urban,1
2066,58,M,65241,46719,335,D,urban,1
2067,30,F,50725,15349,709,C,urban,1
2068,47,M,33996,14543,588,A,urban,1
2069,50,M,21047,14460,678,D,urban,1
2070,30,F,119553,39553,399,B,urban,1
2071,69,M,43767,33525,623,D,urban,1
2072,43,M,31347,10948,628,A,suburban,1
2073,39,M,117063,19498,947,C,suburban,1
2074,56,M,39102,23991,520,D,urban,1
2075,19,F,19263,29974,866,B,rural,1
2076,55,M,82438,40398,409,A,urban,1
2077,56,M,111359,12660,448,A,urban,1
2078,43,M,45540,31245,705,A,suburban,1
2079,63,F,115871,5238,973,B,suburban,1
2080,67,M,90726,24920,998,C,rural,1
2081,32,F,78769,14338,709,A,urban,1
2082,51,M,55843,47517,428,A,urban,1
2083,59,M,42690,15349,783,B,suburban,1
2084,61,M,17994,16643,407,B,urban,1
2085,66,F,118533,33274,688,C,urban,1
2086,57,F,82546,45667,724,C,suburban,1
2087,28,M,22377,44913,746,D,urban,1
2088,20,F,93572,43629,367,A,urban,1
2089,23,F,41467,21632,365,B,urban,1
2090,26,M,15048,32144,955,B,urban,1
2091,23,F,51978,17321,864,A,urban,1
2092,26,M,62606,42091,939,B,urban,1
2093,56,F,96574,34256,803,D,urban,1
2094,48,F,113112,28485,803,A,rural,1
2095,49,F,88414,7860,620,A,urban,1
2096,58,F,108145,19919,879,C,rural,1
2097,67,M,64222,38337,746,C,urban,1
2098,29,F,63115,13411,873,B,urban,1
2099,25,M,104606,14586,509,C,urban,1
2100,25,M,55647,29312,669,D,urban,1
2101,67,F,69607,28055,863,A,suburban,1
2102,45,F,72410,39890,927,A,urban,1
2103,37,F,36996,33807,757,A,suburban,1
2104,64,M,69921,25384,876,C,urban,1
2105,24,F,98697,33925,941,B,suburban,1
2106,28,F,61022,8089,988,D,suburban,1
2107,37,M,55148,19242,462,C,urban,1
2108,33,M,82764,44978,631,B,rural,1
2109,21,M,106901,21433,963,A,suburban,1
2110,23,M,105724,38282,649,B,rural,1
2111,39,F,23888,15983,969,A,urban,1
2112,43,F,103666,48738,767,D,rural,1
2113,20,F,54159,48578,725,B,rural,1
2114,58,F,57197,47797,626,A,suburban,1
2115,59,M,99326,9671,405,B,suburban,1
2116,31,F,105360,29133,554,A,rural,1
2117,28,M,113941,48209,657,B,rural,1
2118,35,F,39474,5414,743,A,suburban,1
2119,29,M,32333,26242,412,C,urban,1
2120,40,F,51355,40184,329,B,rural,1
2121,29,M,114415,43379,823,B,urban,1
2122,30,M,88903,20231,988,C,urban,1
2123,42,F,81258,26849,345,A,rural,1
2124,62,M,46145,46163,470,B,rural,1
2125,68,F,118170,36676,429,B,rural,1
2126,36,M,90675,27056,652,B,suburban,1
2127,63,F,64854,46028,502,D,urban,1
2128,53,M,82664,24947,525,A,rural,1
2129,62,M,101153,31040,379,C,urban,1
2130,25,M,108616,30282,609,B,suburban,1
2131,46,M,50285,31201,334,B,suburban,1
2132,49,M,32533,11833,863,C,urban,1
2133,68,M,47624,9752,460,A,urban,1
2134,61,M,61996,29507,895,C,urban,1
2135,35,M,61947,25169,734,A,suburban,1
2136,23,F,42956,49746,837,B,urban,1
2137,35,F,66030,46495,524,C,urban,1
2138,36,M,73597,29930,745,A,suburban,1
2139,39,F,57443,10023,616,C,suburban,1
2140,54,F,113613,5982,965,A,urban,1
2141,49,M,80464,19305,713,C,suburban,1
2142,58,F,18952,21146,394,B,urban,1
2143,20,M,71880,16201,524,C,urban,1
2144,45,F,67201,21910,852,D,urban,1
2145,27,M,57460,28031,944,B,suburban,1
2146,68,F,37796,28636,365,A,urban,0
2147,52,F,46746,22314,696,D,urban,1
2148,46,M,101785,32332,509,A,urban,1
2149,32,M,15015,23330,773,C,rural,1
2150,50,F,64757,20365,964,D,rural,1
2151,24,M,40957,48501,983,C,urban,1
2152,29,F,96541,15108,870,A,urban,1
2153,66,F,36292,8360,995,A,rural,1
2154,47,F,46876,47553,789,A,urban,1
2155,38,F,75727,45880,479,B,urban,1
2156,48,F,62046,8625,823,A,urban,1
2157,41,F,29817,43237,758,C,rural,1
2158,37,M,106006,6223,367,B,suburban,1
2159,54,M,24759,44878,628,D,urban,1
2160,21,M,63432,14157,501,D,urban,1
2161,45,F,21412,42760,774,D,rural,1
2162,61,F,72757,18646,817,A,urban,1
2163,37,M,35504,49638,314,B,suburban,1
2164,41,F,23507,34024,341,B,urban,1
2165,67,M,36050,9787,842,A,suburban,1
2166,66,M,19820,28202,992,C,urban,1
2167,68,F,22835,48908,588,D,suburban,1
2168,49,M,108167,41067,832,A,urban,1
2169,58,F,115153,14360,993,A,urban,1
2170,53,M,28587,37692,995,A,urban,1
2171,51,F,115257,44219,543,C,rural,1
2172,53,F,72732,17941,960,D,urban,1
2173,19,M,66921,20993,911,A,urban,1
2174,32,F,60499,19620,866,B,suburban,1
2175,51,F,21840,25193,997,D,suburban,1
2176,53,M,118370,26248,897,B,suburban,1
2177,23,M,80077,10027,473,C,urban,1
2178,56,F,46440,9260,833,A,urban,1
2179,59,M,50183,42596,808,B,suburban,1
2180,68,M,111172,46540,543,B,urban,1
2181,68,M,17389,14012,359,C,rural,1
2182,29,M,70076,30823,403,A,suburban,1
2183,20,F,81299,13315,950,A,urban,1
2184,62,M,104461,17631,602,B,urban,1
2185,35,M,107085,23258,970,B,urban,1
2186,57,M,54023,30099,376,D,suburban,1
2187,38,M,65029,40891,317,D,urban,1
2188,32,F,54941,41992,833,A,rural,1
2189,50,M,103993,36376,483,D,urban,1
2190,52,F,68950,15977,956,A,urban,1
2191,43,M,101959,31694,849,B,urban,1
2192,25,M,91054,38978,580,C,suburban,1
2193,53,F,80363,14218,587,A,urban,1
2194,65,M,76742,26788,954,A,urban,1
2195,47,F,112896,25501,824,B,suburban,1
2196,40,F,60215,17453,997,C,urban,1
2197,59,M,62857,43197,773,B,suburban,1
2198,61,M,70476,20210,566,B,suburban,1
2199,31,F,43173,13689,908,D,rural,1
2200,31,M,24395,32381,656,C,suburban,1
2201,19,M,74768,34508,300,C,suburban,1
2202,54,M,99743,47653,326,B,urban,1
2203,22,M,118591,26142,847,A,urban,1
2204,55,F,61229,45950,459,A,urban,1
2205,62,M,41639,13916,698,C,suburban,1
2206,58,M,77583,5375,842,C,urban,1
2207,64,F,43924,36449,426,D,suburban,1
2208,31,M,87969,28797,509,A,urban,1
2209,56,M,45104,25782,449,A,suburban,1
2210,42,F,52594,32028,330,A,urban,1
2211,37,M,18664,25243,911,A,urban,1
2212,19,F,25528,34379,601,B,rural,1
2213,56,F,43190,42780,982,D,suburban,1
2214,23,M,81033,35740,556,B,urban,1
2215,34,F,76161,24984,356,B,suburban,1
2216,42,M,88177,5050,308,C,urban,1
2217,45,M,85179,11590,304,A,suburban,1
2218,19,F,85592,45205,413,D,rural,1
2219,52,F,47899,20162,984,C,urban,1
2220,54,M,85979,18105,504,A,rural,1
2221,22,F,32241,42499,323,C,urban,1
2222,18,F,61211,41641,792,B,suburban,1
2223,57,F,78472,16628,981,A,urban,1
2224,29,F,89248,47032,705,A,urban,1
2225,53,M,88757,43516,402,B,rural,1
2226,62,M,46346,26621,359,A,urban,1
2227,40,F,96196,6476,385,A,rural,1
2228,64,M,119451,45800,976,B,urban,1
2229,48,F,92124,40788,671,B,urban,1
2230,28,M,117908,29437,978,C,suburban,1
2231,27,M,57220,31240,895,D,urban,1
2232,20,M,32942,15922,501,C,urban,1
2233,31,F,64167,13066,901,B,urban,1
2234,33,M,51373,17089,388,D,rural,1
2235,27,F,82143,37600,736,C,suburban,1
2236,46,M,17016,13167,419,A,urban,0
2237,27,M,84110,17816,455,B,urban,1
2238,29,M,61309,26164,698,C,urban,1
2239,47,F,22274,25429,999,C,suburban,1
2240,58,M,30748,40001,487,D,rural,0
2241,18,M,35175,36415,351,C,suburban,1
2242,22,M,119710,13117,951,D,urban,1
2243,37,M,26826,11359,830,A,suburban,1
2244,25,F,98008,19364,779,B,rural,1
2245,60,F,49129,41965,886,D,suburban,1
2246,29,M,85009,33794,529,A,rural,1
2247,18,F,38490,15293,780,A,urban,1
2248,37,F,56435,14332,429,B,suburban,1
2249,45,M,90017,5615,354,C,suburban,1
2250,60,F,23520,17401,570,A,suburban,1
2251,54,F,106951,46936,399,C,suburban,1
2252,64,M,98106,34372,368,A,urban,1
2253,54,M,76877,47276,598,B,urban,1
2254,29,F,34798,7339,828,D,rural,1
2255,54,F,69638,21246,653,A,urban,1
2256,66,M,84072,13109,927,A,rural,1
2257,66,M,82309,28758,451,B,suburban,1
2258,61,M,44894,28091,629,B,urban,1
2259,45,F,77963,48056,415,A,rural,1
2260,64,F,69567,18317,841,B,suburban,1
2261,32,F,50326,21762,622,D,urban,1
2262,23,M,70059,8465,862,B,urban,1
2263,61,F,20079,30622,871,B,rural,1
2264,37,F,40838,11800,528,B,suburban,0
2265,67,M,102340,40539,659,B,suburban,1
2266,31,M,62109,41651,304,A,suburban,1
2267,19,F,100211,7600,327,C,urban,1
2268,26,F,40594,10518,663,D,rural,1
2269,54,M,57749,24627,761,A,urban,1
2270,37,F,51292,34369,530,C,urban,1
2271,43,M,89534,36445,694,A,urban,1
2272,46,F,94233,21689,570,C,urban,1
2273,18,F,66818,20923,603,B,suburban,1
2274,52,F,28429,43469,682,B,urban,1
2275,23,F,72748,35403,857,B,urban,1
2276,54,F,63807,5958,327,A,urban,1
2277,22,M,22140,45363,818,C,suburban,1
2278,50,F,78226,8538,498,B,urban,1
2279,66,M,29901,28404,905,A,urban,1
2280,68,M,103815,14983,381,D,suburban,1
2281,31,M,43525,40371,387,A,urban,1
2282,29,M,35491,29642,689,C,urban,1
2283,59,F,83816,18467,997,B,rural,1
2284,37,M,49980,5205,879,B,urban,1
2285,67,F,110525,32409,750,A,urban,1
2286,41,F,23078,17442,732,B,suburban,1
2287,60,M,106654,31290,673,A,suburban,1
2288,51,F,104521,31108,734,C,rural,1
2289,42,M,63704,10691,486,C,urban,1
2290,67,M,31997,43909,689,C,suburban,1
2291,46,F,94810,24504,517,D,suburban,1
2292,56,M,15868,35162,407,D,urban,1
2293,48,M,41398,44496,849,B,urban,1
2294,64,F,96578,43798,648,C,suburban,1
2295,60,F,112356,26551,821,A,urban,1
2296,67,M,36246,18383,325,D,urban,1
2297,40,F,35561,21496,347,D,urban,1
2298,61,F,31254,46716,669,A,urban,1
2299,55,F,49512,14088,313,B,urban,1
2300,37,M,115560,32444,911,D,urban,1
2301,40,F,104532,29734,486,A,urban,1
2302,62,F,109154,46745,823,B,rural,1
2303,69,F,92395,39571,578,B,urban,1
2304,33,F,72865,31415,640,B,urban,1
2305,67,M,38580,20389,627,A,rural,1
2306,59,M,85959,32744,978,A,rural,1
2307,25,M,118393,23682,933,A,urban,1
2308,67,M,87144,39310,906,D,urban,1
2309,38,F,57485,12259,324,B,suburban,1
2310,18,M,65621,17546,828,B,rural,1
2311,25,F,65665,7154,725,B,urban,1
2312,46,F,85412,13766,328,A,urban,1
2313,49,M,65603,16230,622,D,rural,1
2314,55,M,36038,22765,612,D,urban,1
2315,22,F,108542,10902,883,B,suburban,1
2316,64,F,116311,6222,569,B,suburban,1
2317,39,M,111346,32050,594,C,urban,1
2318,64,M,29325,39269,955,B,urban,1
2319,51,F,50892,14050,522,A,suburban,1
2320,18,F,16753,8574,374,B,suburban,1
2321,43,M,110067,41497,401,D,rural,1
2322,60,F,32996,16157,831,A,suburban,1
2323,27,M,83811,24575,928,B,urban,1
2324,47,M,89283,45244,985,A,suburban,1
2325,67,M,60211,22945,472,A,urban,1
2326,35,M,77820,19962,303,B,suburban,1
2327,34,M,15824,40290,778,A,urban,1
2328,43,M,28880,40159,959,D,suburban,1
2329,25,M,81617,29852,694,B,suburban,1
2330,64,M,26517,35684,925,A,suburban,1
2331,57,M,36683,49842,466,B,rural,0
2332,66,F,31876,16796,599,C,urban,1
2333,29,M,118068,29450,417,A,urban,1
2334,44,M,71354,39846,811,B,urban,1
2335,25,F,88802,22504,911,C,rural,1
2336,42,F,91719,35041,474,A,urban,1
2337,63,M,101602,15715,458,D,urban,1
2338,21,F,93413,26803,683,A,rural,1
2339,50,F,24982,8370,526,A,rural,0
2340,18,F,89504,6908,337,B,rural,1
2341,36,M,41598,42075,762,A,urban,1
2342,48,F,29639,26134,730,C,rural,1
2343,33,M,85210,49065,947,B,suburban,1
2344,31,F,84852,8587,403,A,suburban,1
2345,65,F,24695,35023,492,D,urban,1
2346,22,M,63582,7413,549,C,suburban,1
2347,58,F,46094,30038,312,B,urban,1
2348,43,M,75635,27555,866,B,urban,1
2349,45,F,37187,15952,896,A,suburban,1
2350,19,M,16214,8457,920,C,urban,1
2351,67,M,38940,13464,854,D,urban,1
2352,23,M,59406,6150,687,A,urban,1
2353,26,F,106221,37264,370,B,suburban,1
2354,50,M,58481,45222,870,B,urban,1
2355,58,M,30977,49349,737,B,suburban,1
2356,42,M,59839,37786,343,C,suburban,1
2357,65,F,72874,14808,571,A,suburban,1
2358,30,F,73414,43345,313,A,urban,1
2359,26,M,116440,9081,670,A,suburban,1
2360,30,M,40538,44222,411,B,urban,0
2361,48,M,119922,13933,678,A,urban,1
2362,58,M,118569,7671,613,D,suburban,1
2363,28,M,71241,48739,714,C,rural,1
2364,21,F,88501,36217,784,A,urban,1
2365,51,M,90133,44155,468,C,suburban,1
2366,55,M,75481,44601,545,C,rural,1
2367,63,M,42740,24008,565,A,rural,1
2368,21,F,78328,26883,542,A,urban,1
2369,55,F,87105,38282,969,A,suburban,1
2370,36,F,65643,37974,599,A,urban,1
2371,23,M,118517,38715,626,D,suburban,1
2372,51,M,26881,48401,829,B,urban,1
2373,35,M,51996,20380,894,D,suburban,1
2374,30,M,47177,23212,641,C,rural,1
2375,58,F,52177,33174,978,A,rural,1
2376,40,F,81126,11861,853,D,rural,1
2377,36,F,71531,11094,548,A,urban,1
2378,62,F,41119,44113,679,A,urban,1
2379,28,M,42915,29363,831,C,suburban,1
2380,18,F,17708,27310,680,B,suburban,1
2381,41,M,53749,44300,341,B,urban,1
2382,24,M,59989,10943,644,C,urban,1
2383,42,F,37106,19569,898,D,rural,1
2384,38,M,32131,47616,560,B,rural,1
2385,32,M,61553,13793,605,B,urban,1
2386,18,M,73144,43207,539,B,urban,1
2387,29,F,21553,30287,978,C,suburban,1
2388,24,F,32881,38971,612,A,rural,1
2389,32,M,16379,47351,740,D,suburban,1
2390,38,F,105791,36369,432,C,rural,1
2391,36,M,84306,28023,350,C,suburban,1
2392,46,M,34726,28897,917,D,rural,1
2393,42,F,24088,28010,691,D,suburban,1
2394,50,F,49314,45154,995,A,rural,1
2395,66,F,70041,40899,822,A,rural,1
2396,49,M,119512,25114,807,C,urban,1
2397,66,F,31350,24050,961,D,urban,1
2398,52,F,114599,26125,653,C,rural,1
2399,61,F,96397,33558,694,B,urban,1
2400,55,M,94509,49846,395,C,urban,1
2401,43,F,32769,25396,405,A,rural,1
2402,28,F,62249,32125,954,D,rural,1
2403,52,M,97862,27580,977,B,urban,1
2404,25,M,116584,43973,812,D,urban,1
2405,63,M,61365,28574,857,B,urban,1
2406,31,F,65185,29619,541,D,urban,1
2407,27,F,17786,18869,787,B,rural,1
2408,19,F,115537,5658,814,C,suburban,1
2409,63,F,16620,17122,953,D,rural,1
2410,26,F,51303,48827,360,C,urban,1
2411,20,M,34589,18335,715,C,urban,1
2412,38,M,17882,26677,593,A,rural,1
2413,43,M,77248,33223,601,B,urban,1
2414,25,M,64322,34814,469,D,urban,1
2415,65,M,39524,23075,945,A,rural,1
2416,19,F,24745,48185,340,C,rural,1
2417,23,M,117201,16258,530,C,suburban,1
2418,45,M,30861,35527,708,A,suburban,1
2419,46,M,106707,15139,950,A,urban,1
2420,43,M,106735,47325,921,B,rural,1
2421,42,F,69261,45503,596,A,rural,1
2422,29,F,17837,24514,754,D,urban,1
2423,22,F,89135,25917,356,C,urban,1
2424,51,M,96447,34097,934,B,rural,1
2425,65,F,69380,22788,539,A,urban,1
2426,54,F,101089,30061,897,C,rural,1
2427,32,F,64831,14947,475,B,rural,1
2428,61,M,104349,20544,362,A,rural,1
2429,53,F,53255,25014,850,B,suburban,1
2430,32,F,44520,19795,437,D,urban,1
2431,60,F,44541,37632,753,A,urban,1
2432,65,F,80772,24352,748,B,suburban,1
2433,40,M,42350,28653,525,D,urban,1
2434,23,F,59397,6579,742,A,suburban,1
2435,63,M,92085,36758,505,D,urban,1
2436,67,F,78865,48755,975,B,urban,1
2437,61,M,70956,43760,326,A,urban,1
2438,60,M,42453,37818,756,A,rural,1
2439,62,M,77345,11452,994,A,urban,1
2440,38,F,115727,42921,406,A,urban,1
2441,40,M,27906,20340,743,A,urban,1
2442,60,F,29988,7787,335,B,urban,1
2443,33,F,42723,20839,896,A,rural,1
2444,64,M,48800,7155,454,C,suburban,1
2445,32,M,54107,12019,468,D,urban,1
2446,42,M,42430,25614,571,D,urban,1
2447,53,F,47535,31190,846,B,rural,1
2448,28,F,83476,45375,719,D,suburban,1
2449,68,M,102329,15928,483,A,urban,1
2450,32,M,92798,13598,910,A,urban,1
2451,21,F,67284,49339,536,A,urban,1
2452,38,F,71232,25581,808,C,urban,1
2453,30,F,59420,49655,740,D,rural,1
2454,39,F,52710,18919,421,C,urban,1
2455,36,M,87497,43180,716,B,rural,1
2456,51,M,107035,9499,834,C,urban,1
2457,31,M,55498,42677,674,A,urban,1
2458,21,M,46283,48862,874,B,rural,1
2459,65,M,81169,30602,625,B,urban,1
2460,69,M,87358,34692,779,A,suburban,1
2461,63,M,77457,45422,449,A,rural,1
2462,44,F,40968,26760,891,C,rural,1
2463,46,F,77508,7920,789,B,urban,1
2464,64,F,119791,29085,452,B,urban,1
2465,45,F,78220,27925,316,B,suburban,1
2466,52,M,100366,10615,850,D,urban,1
2467,25,F,20738,42083,647,B,urban,1
2468,33,M,18098,7783,758,A,urban,1
2469,59,F,110424,14605,501,B,suburban,1
2470,53,M,88633,49608,722,C,urban,1
2471,47,F,93672,24192,579,A,rural,1
2472,35,M,53244,8331,721,B,suburban,1
2473,19,M,23253,36856,899,B,urban,1
2474,66,F,69333,7846,764,B,rural,1
2475,30,M,65969,38697,654,B,urban,1
2476,21,F,105744,42586,881,C,urban,1
2477,43,F,85423,40030,677,D,urban,1
2478,42,F,59411,17775,423,D,rural,1
2479,47,F,90028,12549,379,C,urban,1
2480,28,F,50421,27437,856,B,urban,1
